Employer_Category2,Monthly_Income,Contacted,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,Approved,Age,Gender_Female,Gender_Male,City_Category_A,City_Category_B,City_Category_C,City_Category_Other,Employer_Category1_A,Employer_Category1_B,Employer_Category1_C,Employer_Category1_Other,Primary_Bank_Type_G,Primary_Bank_Type_Other,Primary_Bank_Type_P,Source_S122,Source_S133,Source_S134,Source_S143,Source_S_others,Source_Category_A,Source_Category_B,Source_Category_C,Source_Category_D,Source_Category_E,Source_Category_F,Source_Category_G,EMI,Net_EMI
4.0,2085.0,1.0,0.0,20000.0,5,16.75,0.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,494.0,494.0
4.0,4000.0,1.0,1543.7,20000.0,4,15.25,0.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,559.0,2102.7
4.0,4500.0,1.0,700.0,30000.0,4,14.85,1.0,41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,833.0,1533.0
3.4,458.3,0.0,0.0,23800.0,4,28.65,0.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,838.3569006368269,838.3569006368269
4.0,3400.0,1.0,500.0,10000.0,2,19.0,0.0,55.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,504.0,1004.0
4.0,5350.0,1.0,0.0,108000.0,5,13.5,0.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2485.0,2485.0
4.0,16000.0,0.0,4450.0,96400.0,5,14.468,1.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2331.1465323217235,6781.1465323217235
4.0,4600.0,1.0,0.0,78000.0,4,14.85,1.0,39.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2165.0,2165.0
4.0,5250.0,1.0,1000.0,50000.0,2,18.15,1.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2499.830437312021,3499.830437312021
4.0,5000.0,1.0,900.0,10000.0,2,14.5,1.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,482.0,1382.0
4.0,2000.0,1.0,0.0,29000.0,5,20.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,768.0,768.0
4.0,2943.0,1.0,650.7,20000.0,5,15.5,1.0,35.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,481.0,1131.7
4.0,2827.5,1.0,770.0,20000.0,3,27.0,1.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,817.0,1587.0
2.0,5650.0,0.0,3500.0,18000.0,4,16.31,1.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,512.9873847936964,4012.9873847936965
4.0,1200.0,0.0,400.0,6200.0,3,36.1,0.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,309.12336080429725,709.1233608042972
4.0,7200.0,1.0,1400.0,120000.0,5,15.35,1.0,38.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2877.0,4277.0
4.0,1900.0,1.0,0.0,10000.0,2,18.4,0.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,501.0,501.0
3.6,6000.0,0.0,1000.0,35000.0,3,14.77,0.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1096.3514298860516,2096.351429886052
4.0,1500.0,0.0,500.0,10800.0,4,29.2,0.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,406.77642003985534,906.7764200398553
4.0,58.3,0.0,0.0,42200.0,4,25.25,0.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1405.1214367343366,1405.1214367343366
4.0,4200.0,1.0,0.0,69000.0,5,15.25,1.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1651.0,1651.0
4.0,1500.0,1.0,0.0,10000.0,3,24.6,0.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,395.4857683590165,395.4857683590165
4.0,1200.0,0.0,0.0,18800.0,4,32.3,0.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,702.2914734581567,702.2914734581567
4.0,1500.0,1.0,0.0,30000.0,5,20.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,795.0,795.0
4.0,1000.0,0.0,0.0,26600.0,4,23.08,0.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,828.960161926195,828.960161926195
4.0,8500.0,1.0,0.0,50000.0,4,14.848,1.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1387.6879571360626,1387.6879571360626
4.0,11800.0,1.0,2800.0,120000.0,5,15.898,1.0,39.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2911.6673365278352,5711.667336527835
4.0,12000.0,0.0,6000.0,44000.0,3,13.645999999999999,1.0,53.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1353.8966968409468,7353.896696840947
4.0,4287.5,1.0,1500.0,20000.0,5,14.85,1.0,52.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,474.0,1974.0
4.0,1728.9,0.0,286.9,14000.0,3,28.85,0.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,642.9846386010051,929.8846386010051
4.0,3000.0,1.0,0.0,30000.0,3,17.945999999999994,1.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1083.7593675461392,1083.7593675461392
4.0,1000.0,0.0,0.0,26600.0,4,23.08,0.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,912.1441367738498,912.1441367738498
4.0,3000.0,0.0,1400.0,46600.0,4,13.99,0.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1273.1800568891172,2673.180056889117
1.0,2800.0,1.0,0.0,49000.0,4,22.15,0.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1547.7908530499274,1547.7908530499274
1.0,5000.0,0.0,0.0,16000.0,1,15.25,0.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1222.9027019517066,1222.9027019517066
4.0,7000.0,1.0,0.0,126000.0,4,14.85,1.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3497.0,3497.0
4.0,3500.0,1.0,915.8,34000.0,5,15.5,0.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,818.0,1733.8
4.0,4500.0,1.0,1500.0,10000.0,3,14.838,1.0,39.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,345.86048995228515,1845.8604899522852
4.0,2700.0,1.0,0.0,31000.0,3,18.25,0.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1125.0,1125.0
2.0,4000.0,1.0,0.0,20000.0,2,13.0,0.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,951.0,951.0
1.0,4840.0,1.0,1235.1,50000.0,4,15.830000000000002,1.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1412.6645238726096,2647.7645238726095
4.0,1400.0,0.0,150.0,12800.0,3,30.75,0.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548.6516227540674,698.6516227540674
4.0,3200.0,1.0,0.0,57000.0,4,14.334000000000001,1.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1567.1760260569754,1567.1760260569754
4.0,7500.0,1.0,0.0,100000.0,5,13.75,1.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2314.0,2314.0
4.0,1000.0,0.0,400.0,6600.0,3,35.3,0.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,299.6795456034366,699.6795456034366
1.0,2500.0,1.0,800.0,10000.0,4,14.5,0.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,276.0,1076.0
4.0,1500.0,0.0,500.0,11400.0,4,22.3,0.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,386.1551306053997,886.1551306053997
4.0,1800.0,1.0,0.0,42000.0,5,17.610000000000007,0.0,39.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1057.633323958711,1057.633323958711
4.0,4800.0,1.0,250.0,30000.0,5,15.25,1.0,46.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,718.0,968.0
4.0,4640.0,1.0,0.0,60000.0,5,14.794,1.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1420.9161029235622,1420.9161029235622
4.0,2400.0,1.0,180.8,10000.0,3,16.75,1.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,355.0,535.8
1.0,13500.0,1.0,3500.0,200000.0,5,15.048000000000002,1.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4763.026660649292,8263.026660649291
1.0,4450.0,1.0,1000.0,10000.0,3,13.99,1.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,342.0,1342.0
4.0,650.0,0.0,0.0,16000.0,5,26.13000000000001,0.0,53.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.93541839552313,500.93541839552313
4.0,2500.0,1.0,0.0,32000.0,4,18.82,0.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,923.2898601879144,923.2898601879144
4.0,5600.0,1.0,502.6,25000.0,3,14.85,1.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,865.0,1367.6
4.0,2500.0,0.0,230.0,31400.0,4,20.05,1.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1026.2605561179632,1256.2605561179632
4.0,6800.0,1.0,0.0,80000.0,5,14.267999999999999,1.0,57.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1872.594027988099,1872.594027988099
4.0,2500.0,1.0,0.0,42000.0,4,23.95,0.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1368.1163975187342,1368.1163975187342
2.0,5200.0,1.0,0.0,94000.0,5,15.4,1.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2256.0385637906124,2256.0385637906124
4.0,6500.9,1.0,0.0,114000.0,5,17.0,1.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2833.0,2833.0
4.0,4300.0,1.0,1100.0,72000.0,5,19.4,1.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1883.6022758789832,2983.602275878983
4.0,3500.0,1.0,0.0,100000.0,5,15.44,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2402.151487587731,2402.151487587731
4.0,2100.0,1.0,0.0,35000.0,4,26.15,0.0,43.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1183.0613343093692,1183.0613343093692
4.0,1800.0,0.0,200.0,11400.0,3,22.78,0.0,55.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,462.0209902739386,662.0209902739387
4.0,6400.0,1.0,352.8,100000.0,5,15.47,1.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2403.735008793337,2756.535008793337
1.0,3000.0,1.0,300.0,20000.0,3,16.798000000000002,1.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,711.045528846965,1011.045528846965
4.0,2600.0,1.0,0.0,30000.0,3,14.75,1.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1036.0,1036.0
1.0,2750.0,1.0,0.0,10000.0,5,20.68,0.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,268.73663107312814,268.73663107312814
4.0,3000.0,1.0,0.0,20000.0,2,15.845999999999998,0.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,977.7911965251017,977.7911965251017
4.0,2500.0,0.0,2400.0,27800.0,4,17.794,0.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,876.0899750876065,3276.0899750876065
4.0,4800.0,0.0,2000.0,30000.0,4,14.94,0.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,866.2004053540231,2866.200405354023
4.0,5500.0,1.0,0.0,50000.0,3,17.35,1.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1791.358010093362,1791.358010093362
4.0,3900.0,1.0,0.0,15000.0,4,14.85,1.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,416.0,416.0
4.0,950.0,0.0,250.0,6000.0,3,36.7,0.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,288.25857419453274,538.2585741945327
4.0,4000.0,1.0,0.0,5000.0,3,14.85,0.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,173.0,173.0
4.0,3800.0,1.0,350.0,87000.0,5,20.0,0.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2305.0,2655.0
4.0,2400.0,1.0,0.0,48000.0,5,16.75,1.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1186.0,1186.0
4.0,7000.0,1.0,2500.0,50000.0,5,15.25,1.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1196.0,3696.0
4.0,2500.0,0.0,1500.0,22800.0,4,17.47,0.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,687.6957211078158,2187.6957211078156
4.0,1700.0,1.0,0.0,10000.0,2,20.0,0.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,509.0,509.0
4.0,2900.0,1.0,0.0,55000.0,5,16.75,0.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1360.0,1360.0
2.0,3500.0,1.0,800.0,15000.0,3,15.318,1.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,522.318853615056,1322.318853615056
4.0,3000.0,1.0,450.0,39000.0,4,17.45,1.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1134.4469036745986,1584.4469036745986
4.0,2400.0,1.0,0.0,35000.0,5,24.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1007.0,1007.0
4.0,3500.0,1.0,0.0,20000.0,5,15.095999999999998,1.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,476.80702740506524,476.80702740506524
4.0,6533.8,1.0,0.0,117000.0,4,13.99,0.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3197.0,3197.0
4.0,4000.0,1.0,500.0,50000.0,5,15.25,0.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1196.0,1696.0
4.0,4300.0,1.0,0.0,100000.0,5,15.4,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2400.041025309162,2400.041025309162
4.0,4125.0,1.0,0.0,70000.0,4,13.99,1.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1913.0,1913.0
4.0,3250.0,1.0,0.0,63000.0,5,13.49,1.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1449.0,1449.0
